사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
Dec.23,6호선,2642,월곡(동덕여대),15 ,1 ,6275 ,856 ,12211 ,3617 ,36760 ,7192 ,47339 ,25045 ,25063 ,16994 ,18355 ,14297 ,17366 ,13409 ,18575 ,14115 ,19250 ,15413 ,18745 ,15776 ,18354 ,18051 ,21096 ,22865 ,23249 ,27624 ,25586 ,39685 ,12700 ,30903 ,9678 ,18912 ,8244 ,18706 ,5773 ,17550 ,2776 ,12165 ,483 ,3886 ,8 ,97 ,0 ,0 ,0 ,0 
Dec.23,6호선,2643,상월곡(한국과학기술연구원),15 ,0 ,5381 ,544 ,8564 ,1996 ,22731 ,3388 ,28665 ,12274 ,15539 ,8140 ,11314 ,7698 ,10535 ,7529 ,10412 ,7032 ,10672 ,7953 ,9975 ,7745 ,9298 ,9308 ,10725 ,11064 ,10108 ,14015 ,9825 ,19437 ,5899 ,16838 ,3574 ,10183 ,5043 ,10164 ,2905 ,10001 ,1363 ,6827 ,220 ,2222 ,4 ,45 ,0 ,0 ,0 ,0 
Dec.23,6호선,2644,돌곶이,15 ,2 ,6208 ,1370 ,13956 ,5206 ,37280 ,5921 ,42845 ,16416 ,22184 ,15531 ,16344 ,13572 ,14496 ,9997 ,15765 ,11782 ,18045 ,11644 ,16704 ,11671 ,16337 ,15268 ,17066 ,17868 ,17726 ,22338 ,15106 ,32863 ,9976 ,26244 ,6960 ,15998 ,6505 ,14548 ,4818 ,15166 ,2616 ,9632 ,398 ,3325 ,153 ,47 ,0 ,0 ,0 ,0 
Dec.23,6호선,2645,석계,1014 ,4 ,8026 ,1676 ,18001 ,4745 ,46133 ,7712 ,53036 ,13380 ,29384 ,11052 ,22109 ,10355 ,19510 ,12611 ,20173 ,14662 ,18875 ,15579 ,17601 ,17210 ,16929 ,21487 ,18408 ,27795 ,18680 ,34258 ,15725 ,50806 ,11158 ,40791 ,8175 ,25078 ,8154 ,23281 ,7199 ,21626 ,4063 ,14731 ,747 ,5055 ,8 ,187 ,0 ,0 ,0 ,0 
Dec.23,6호선,2646,태릉입구,12 ,0 ,4424 ,933 ,6814 ,3087 ,17451 ,3538 ,21770 ,9316 ,11949 ,7329 ,9368 ,5692 ,9371 ,8441 ,9960 ,7548 ,9278 ,8456 ,9092 ,9506 ,9294 ,9929 ,10238 ,13113 ,9991 ,15708 ,9815 ,23584 ,6229 ,17977 ,4995 ,11633 ,4802 ,11229 ,4117 ,10152 ,2132 ,8333 ,513 ,4036 ,6 ,127 ,0 ,0 ,0 ,0 
Dec.23,6호선,2647,화랑대(서울여대입구),16 ,1 ,6395 ,1009 ,20562 ,3299 ,55831 ,7408 ,54109 ,14919 ,27848 ,10335 ,19438 ,8571 ,17339 ,8759 ,18501 ,8753 ,17596 ,11219 ,15618 ,10610 ,17355 ,12960 ,19833 ,16307 ,18941 ,23519 ,16104 ,33972 ,7693 ,28977 ,5401 ,18768 ,4842 ,17358 ,3622 ,17179 ,1465 ,12107 ,201 ,4457 ,1 ,121 ,0 ,0 ,0 ,0 
Dec.23,6호선,2648,봉화산(서울의료원),8 ,0 ,5355 ,832 ,14254 ,2462 ,44651 ,5505 ,38971 ,13086 ,20338 ,7716 ,15625 ,6547 ,13825 ,6747 ,13400 ,8655 ,12480 ,10582 ,10667 ,10190 ,10933 ,13919 ,12390 ,16112 ,13497 ,21022 ,11522 ,29725 ,5673 ,26751 ,4174 ,17007 ,3701 ,15133 ,2959 ,15829 ,1305 ,9699 ,196 ,3627 ,5 ,328 ,0 ,0 ,0 ,0 
Dec.23,6호선,2649,신내,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,7호선,2711,장암,1 ,0 ,1907 ,137 ,7078 ,1242 ,17139 ,1195 ,10119 ,1225 ,4641 ,1773 ,2641 ,1690 ,2218 ,2269 ,2568 ,2411 ,2685 ,1630 ,3231 ,1445 ,3492 ,1625 ,3575 ,1860 ,3624 ,2471 ,2649 ,3623 ,1570 ,2977 ,1082 ,1956 ,773 ,1056 ,492 ,1047 ,160 ,747 ,17 ,316 ,1 ,0 ,0 ,0 ,0 ,0 
Dec.23,7호선,2712,도봉산,76 ,4 ,5237 ,904 ,16337 ,4443 ,47439 ,7531 ,39784 ,12429 ,22300 ,13396 ,14365 ,13343 ,12620 ,11685 ,13248 ,12368 ,12138 ,13263 ,11718 ,12739 ,12840 ,14875 ,13615 ,18110 ,12030 ,23094 ,10699 ,34115 ,4823 ,34969 ,3476 ,22355 ,2594 ,20008 ,2328 ,18273 ,880 ,12397 ,153 ,5373 ,2 ,198 ,0 ,44 ,0 ,0 
Dec.23,7호선,2713,수락산,94 ,1 ,8926 ,694 ,19894 ,4999 ,44147 ,7404 ,46715 ,15835 ,29372 ,14745 ,22402 ,15380 ,20212 ,16079 ,20857 ,18016 ,21276 ,16186 ,21509 ,16956 ,21468 ,20187 ,22292 ,25180 ,21001 ,29844 ,18173 ,40086 ,11681 ,38807 ,8611 ,24490 ,7102 ,21714 ,4858 ,19683 ,2436 ,12618 ,328 ,5015 ,0 ,68 ,0 ,17 ,0 ,0 
Dec.23,7호선,2714,마들,7 ,0 ,10543 ,1307 ,24355 ,3237 ,59752 ,7550 ,59842 ,11861 ,32335 ,9932 ,23533 ,9973 ,22018 ,11060 ,23259 ,13353 ,20124 ,14813 ,17456 ,17125 ,18303 ,20517 ,17857 ,24528 ,15737 ,29804 ,12870 ,43995 ,7665 ,43109 ,5739 ,25579 ,4111 ,22886 ,3157 ,21814 ,1409 ,15098 ,190 ,4800 ,5 ,62 ,0 ,22 ,0 ,0 
Dec.23,7호선,2715,노원,42 ,1 ,7701 ,3274 ,16024 ,7366 ,39545 ,16430 ,47313 ,48115 ,32779 ,45228 ,30493 ,36026 ,33859 ,37943 ,39014 ,41420 ,39684 ,43951 ,42585 ,44216 ,47115 ,46887 ,51266 ,49694 ,51559 ,55960 ,52105 ,67787 ,35056 ,53257 ,33933 ,28633 ,26702 ,24965 ,23785 ,21509 ,11962 ,15323 ,2228 ,4666 ,61 ,77 ,0 ,21 ,0 ,0 
Dec.23,7호선,2716,중계,15 ,1 ,8801 ,2006 ,23137 ,4763 ,58501 ,13554 ,62366 ,26907 ,35328 ,14673 ,27150 ,12291 ,23999 ,14716 ,24821 ,15195 ,23307 ,16027 ,20843 ,16589 ,21397 ,19679 ,22997 ,23246 ,21860 ,30111 ,17201 ,44385 ,9712 ,42877 ,7444 ,26292 ,7867 ,23498 ,5955 ,22498 ,2540 ,14318 ,428 ,4570 ,106 ,77 ,0 ,0 ,0 ,0 
Dec.23,7호선,2717,하계,89 ,2 ,8009 ,1800 ,24241 ,6480 ,63737 ,14865 ,67672 ,27362 ,40423 ,21889 ,32442 ,17997 ,31181 ,17929 ,31832 ,23031 ,29414 ,26313 ,28607 ,24772 ,32070 ,27999 ,34088 ,31968 ,33687 ,39043 ,26601 ,55746 ,14743 ,50250 ,14361 ,30248 ,11455 ,28712 ,8627 ,27571 ,3285 ,19391 ,566 ,6110 ,16 ,114 ,0 ,0 ,0 ,0 
Dec.23,7호선,2718,공릉(서울과학기술대),15 ,0 ,6041 ,990 ,13615 ,3847 ,33618 ,10399 ,40875 ,22118 ,24104 ,16859 ,19289 ,13454 ,19433 ,12894 ,20700 ,15271 ,20398 ,16585 ,19825 ,16646 ,21412 ,19905 ,22686 ,23764 ,23201 ,29424 ,22027 ,40588 ,13609 ,33652 ,11358 ,20328 ,10822 ,18710 ,9510 ,17957 ,4788 ,13057 ,942 ,4481 ,10 ,77 ,0 ,0 ,0 ,0 
Dec.23,7호선,2719,태릉입구,139 ,2 ,7494 ,1149 ,8171 ,4571 ,19689 ,7527 ,25643 ,17630 ,17086 ,13392 ,13826 ,10084 ,13706 ,11808 ,14484 ,11387 ,15300 ,11651 ,15486 ,12529 ,16409 ,13173 ,17965 ,16106 ,19762 ,18979 ,18895 ,24682 ,11359 ,20669 ,9096 ,13632 ,8631 ,12612 ,7000 ,12120 ,3192 ,7870 ,528 ,3823 ,12 ,1425 ,0 ,1 ,0 ,0 
Dec.23,7호선,2720,먹골,13 ,0 ,7386 ,664 ,12726 ,3097 ,32997 ,5927 ,43217 ,15350 ,25037 ,10389 ,18153 ,9548 ,16401 ,10458 ,17519 ,11824 ,16510 ,12871 ,15297 ,13665 ,15130 ,17572 ,15677 ,22101 ,16518 ,27058 ,16947 ,37023 ,10327 ,31025 ,8006 ,19925 ,6877 ,17963 ,5271 ,16548 ,2303 ,10998 ,486 ,3493 ,3 ,259 ,0 ,0 ,0 ,0 
Dec.23,7호선,2721,중화,85 ,1 ,8670 ,1184 ,14152 ,5837 ,34502 ,7866 ,45010 ,20708 ,26925 ,10701 ,17146 ,9439 ,16376 ,9968 ,16665 ,11581 ,15535 ,12040 ,14207 ,13757 ,14586 ,17574 ,17327 ,20605 ,18388 ,24777 ,18624 ,35858 ,10872 ,30587 ,7976 ,19251 ,6546 ,18281 ,4850 ,17473 ,2093 ,10678 ,425 ,3439 ,4 ,192 ,0 ,0 ,0 ,0 
Dec.23,7호선,2722,상봉(시외버스터미널),419 ,6 ,10858 ,1494 ,18998 ,7372 ,50905 ,12471 ,69532 ,27089 ,38378 ,18941 ,23834 ,16658 ,22430 ,18966 ,25192 ,20645 ,25072 ,21923 ,24633 ,22415 ,25630 ,25701 ,29998 ,31697 ,32641 ,41839 ,32771 ,62979 ,23086 ,51521 ,18519 ,30989 ,17928 ,26604 ,14183 ,26353 ,7725 ,17261 ,1386 ,8299 ,13 ,207 ,0 ,0 ,0 ,0 
Dec.23,7호선,2723,면목,63 ,0 ,12788 ,689 ,21694 ,5263 ,52085 ,8519 ,67950 ,25876 ,40324 ,18072 ,26056 ,15620 ,23395 ,14827 ,24107 ,18113 ,22936 ,18622 ,21298 ,19316 ,22884 ,25045 ,24803 ,31646 ,22841 ,36278 ,20898 ,51996 ,15309 ,44308 ,9753 ,28077 ,7779 ,25243 ,5467 ,24844 ,2812 ,14697 ,472 ,5098 ,5 ,73 ,0 ,0 ,0 ,0 
Dec.23,7호선,2724,사가정,29 ,0 ,10752 ,1404 ,21001 ,6777 ,51433 ,10388 ,68371 ,23755 ,41158 ,17224 ,28051 ,15597 ,25246 ,17766 ,26402 ,19899 ,24643 ,21018 ,23262 ,22536 ,23903 ,28174 ,25669 ,33836 ,26701 ,42689 ,24852 ,60772 ,17463 ,48788 ,12650 ,29404 ,11122 ,28243 ,8728 ,24995 ,4885 ,14131 ,753 ,5080 ,20 ,99 ,0 ,0 ,0 ,0 
Dec.23,7호선,2725,용마산(용마폭포공원),9 ,1 ,4631 ,644 ,10236 ,2066 ,22090 ,3728 ,28213 ,8947 ,16260 ,5564 ,10640 ,5219 ,8994 ,4771 ,8936 ,6249 ,8503 ,6788 ,7321 ,7187 ,7409 ,9452 ,8805 ,11086 ,8116 ,14437 ,7350 ,20812 ,4804 ,16957 ,3016 ,11187 ,2387 ,10920 ,1875 ,10305 ,1000 ,6601 ,195 ,2397 ,1 ,40 ,0 ,0 ,0 ,0 
Dec.23,7호선,2726,중곡,3 ,0 ,6264 ,543 ,12241 ,4133 ,29344 ,14869 ,43143 ,28928 ,29363 ,14497 ,19039 ,10441 ,16872 ,9998 ,18091 ,11493 ,16562 ,13191 ,14988 ,13205 ,15999 ,17016 ,20938 ,19273 ,21995 ,23491 ,22406 ,33557 ,12429 ,26931 ,8449 ,17668 ,7192 ,16586 ,5360 ,14949 ,2099 ,9414 ,378 ,3038 ,11 ,51 ,0 ,0 ,0 ,0 
Dec.23,7호선,2727,군자(능동),31 ,1 ,8919 ,852 ,13841 ,5636 ,34634 ,9150 ,55859 ,26602 ,38257 ,17974 ,22968 ,12603 ,20258 ,12935 ,21528 ,13740 ,22408 ,14977 ,20978 ,16847 ,21664 ,19676 ,25054 ,23728 ,29350 ,29270 ,34305 ,42185 ,21109 ,32448 ,17505 ,20769 ,17897 ,18950 ,14429 ,17155 ,7742 ,10508 ,1543 ,3874 ,16 ,123 ,0 ,4 ,0 ,0 
Dec.23,7호선,2728,어린이대공원(세종대),24 ,0 ,3385 ,767 ,7319 ,7524 ,18443 ,15678 ,30832 ,55061 ,23778 ,37001 ,18192 ,34213 ,19280 ,27394 ,20911 ,24960 ,24280 ,28683 ,26525 ,24134 ,29057 ,21159 ,37785 ,21690 ,46171 ,26733 ,43549 ,33778 ,24646 ,24341 ,19873 ,16572 ,20221 ,15611 ,18475 ,15696 ,10307 ,11684 ,2009 ,3470 ,13 ,144 ,0 ,0 ,0 ,0 
Dec.23,7호선,2729,건대입구,53 ,0 ,4206 ,1040 ,5008 ,8517 ,12713 ,19096 ,18700 ,35881 ,15827 ,30382 ,15111 ,26927 ,17316 ,24754 ,19537 ,26148 ,21449 ,30269 ,25432 ,27570 ,31040 ,26813 ,35028 ,27657 ,43092 ,34134 ,36732 ,40636 ,26244 ,26685 ,29027 ,15522 ,25266 ,13525 ,21993 ,11056 ,11354 ,7028 ,1926 ,3926 ,9 ,380 ,0 ,23 ,0 ,0 
Dec.23,7호선,2730,뚝섬유원지,8 ,0 ,4772 ,599 ,9153 ,3430 ,20485 ,5678 ,30124 ,12079 ,21176 ,8866 ,12910 ,7493 ,11143 ,8929 ,10706 ,10422 ,11549 ,12474 ,11936 ,14089 ,13099 ,16405 ,15807 ,18255 ,17828 ,21844 ,16975 ,27655 ,10811 ,19851 ,8751 ,13108 ,7165 ,13218 ,4990 ,11981 ,2535 ,6610 ,528 ,2038 ,17 ,64 ,0 ,0 ,0 ,0 
Dec.23,7호선,2731,청담,20 ,1 ,2211 ,4306 ,6108 ,30933 ,10577 ,57479 ,14208 ,132077 ,12560 ,88141 ,12930 ,37233 ,16062 ,23916 ,20139 ,23040 ,20541 ,24032 ,25416 ,21494 ,32842 ,19538 ,44638 ,20831 ,67788 ,22371 ,97771 ,21065 ,47837 ,13315 ,29137 ,9480 ,28177 ,9294 ,21193 ,7279 ,6353 ,4361 ,1014 ,3069 ,5 ,82 ,0 ,0 ,0 ,0 
Dec.23,7호선,2732,강남구청,33 ,0 ,1842 ,1758 ,3782 ,16716 ,6591 ,31365 ,9275 ,95182 ,8655 ,97954 ,9518 ,42935 ,12049 ,24771 ,14110 ,21724 ,17919 ,24259 ,22639 ,20647 ,28397 ,18101 ,33603 ,19167 ,49977 ,21659 ,80427 ,21961 ,50044 ,13348 ,32314 ,8862 ,31501 ,6849 ,24679 ,5831 ,11029 ,4293 ,2129 ,2146 ,4 ,29 ,0 ,0 ,0 ,0 
Dec.23,7호선,2733,학동,5 ,0 ,2040 ,1253 ,4507 ,23971 ,8349 ,50720 ,11419 ,163720 ,11188 ,130920 ,11486 ,55960 ,15152 ,30512 ,20188 ,24613 ,23202 ,28066 ,28713 ,24746 ,37663 ,20957 ,47510 ,21315 ,83174 ,24488 ,143033 ,23333 ,70964 ,13115 ,38298 ,8797 ,35533 ,7688 ,26828 ,5810 ,11296 ,3928 ,2108 ,1360 ,3 ,31 ,0 ,0 ,0 ,0 
Dec.23,7호선,2734,논현,26 ,2 ,2888 ,1040 ,4098 ,14954 ,8141 ,36522 ,12378 ,93962 ,11327 ,80538 ,11134 ,33792 ,13016 ,23007 ,14778 ,21279 ,16794 ,22568 ,21563 ,21032 ,26630 ,20236 ,32071 ,23622 ,57239 ,29545 ,85332 ,35195 ,46903 ,19494 ,33475 ,10741 ,36635 ,9496 ,34914 ,7339 ,19398 ,5621 ,3862 ,2522 ,8 ,23 ,0 ,0 ,0 ,0 
Dec.23,7호선,2735,반포,1 ,0 ,970 ,1235 ,2788 ,14809 ,7380 ,11209 ,10780 ,17921 ,7992 ,15530 ,6490 ,10932 ,6842 ,11195 ,8087 ,10288 ,9226 ,10152 ,10445 ,9411 ,12757 ,9091 ,20864 ,9966 ,20337 ,10612 ,17488 ,11625 ,12030 ,6913 ,9727 ,4879 ,10029 ,4393 ,6742 ,4160 ,2260 ,2697 ,308 ,751 ,2 ,4 ,0 ,0 ,0 ,0 
Dec.23,7호선,2736,고속터미널,30 ,8 ,1158 ,2776 ,3238 ,20876 ,10995 ,35447 ,18473 ,47968 ,25950 ,35886 ,26260 ,31901 ,30132 ,31017 ,31055 ,27478 ,32278 ,31176 ,34446 ,26955 ,42010 ,23441 ,45495 ,24870 ,56665 ,25726 ,50222 ,26025 ,34808 ,16112 ,36441 ,10122 ,33513 ,9866 ,24253 ,5910 ,7395 ,3384 ,762 ,862 ,8 ,49 ,0 ,0 ,0 ,0 
Dec.23,7호선,2737,내방,6 ,0 ,2179 ,1686 ,7373 ,11245 ,16897 ,23692 ,26173 ,76872 ,20795 ,44739 ,16774 ,21041 ,18623 ,16940 ,18157 ,18436 ,20564 ,19014 ,21073 ,17429 ,24211 ,18458 ,28085 ,19935 ,43058 ,25377 ,62545 ,31158 ,25018 ,19968 ,18740 ,13057 ,18016 ,12589 ,12820 ,10126 ,4890 ,6917 ,810 ,3295 ,12 ,330 ,0 ,5 ,0 ,0 
Dec.23,7호선,2738,이수,32 ,0 ,4826 ,1214 ,8729 ,9011 ,25378 ,13429 ,40677 ,40203 ,28206 ,28346 ,20679 ,21134 ,20529 ,21441 ,24133 ,22014 ,25256 ,23370 ,26377 ,23737 ,27755 ,26738 ,31159 ,32056 ,35356 ,42404 ,41694 ,56440 ,25722 ,36236 ,25473 ,20837 ,27972 ,17445 ,26746 ,15708 ,14539 ,9766 ,2344 ,3282 ,28 ,109 ,0 ,0 ,0 ,0 
Dec.23,7호선,2739,남성,8 ,0 ,6167 ,894 ,13383 ,3588 ,35500 ,5976 ,53607 ,14251 ,34009 ,11826 ,21655 ,10693 ,18607 ,11596 ,19554 ,12535 ,18668 ,13961 ,16155 ,14995 ,16142 ,19122 ,16951 ,22329 ,16567 ,28084 ,14737 ,41226 ,9061 ,30253 ,7562 ,20270 ,7147 ,18977 ,5262 ,17702 ,2308 ,11139 ,457 ,3554 ,5 ,70 ,0 ,0 ,0 ,0 
Dec.23,7호선,2740,숭실대입구(살피재),17 ,0 ,5857 ,940 ,11814 ,4082 ,34351 ,8117 ,48774 ,22000 ,31563 ,18322 ,22959 ,21417 ,21497 ,18803 ,20880 ,17884 ,22057 ,20360 ,22054 ,20861 ,22625 ,21176 ,27180 ,24910 ,29526 ,31565 ,21020 ,44965 ,13327 ,32179 ,12317 ,22073 ,12274 ,21017 ,11185 ,20670 ,6410 ,15570 ,1235 ,4492 ,13 ,116 ,0 ,0 ,0 ,0 
Dec.23,7호선,2741,상도,20 ,1 ,5327 ,1419 ,11570 ,4497 ,31148 ,7722 ,43176 ,20823 ,28724 ,15869 ,19244 ,16585 ,17621 ,14637 ,19162 ,15646 ,18608 ,15553 ,18143 ,17743 ,19365 ,18436 ,22212 ,20688 ,23480 ,26514 ,21419 ,40641 ,12158 ,27641 ,10659 ,19360 ,10289 ,17696 ,8753 ,17432 ,4981 ,13080 ,998 ,3394 ,23 ,104 ,0 ,0 ,0 ,0 
Dec.23,7호선,2742,장승배기,6 ,0 ,5742 ,1346 ,10335 ,7135 ,24682 ,7623 ,38464 ,15218 ,24905 ,11131 ,16077 ,9981 ,14789 ,10854 ,15133 ,12422 ,14939 ,12312 ,14092 ,12993 ,14090 ,15650 ,16639 ,17988 ,15934 ,21493 ,15138 ,30718 ,8012 ,21575 ,6720 ,14436 ,6397 ,13552 ,5017 ,13035 ,2208 ,8983 ,463 ,3029 ,5 ,45 ,0 ,0 ,0 ,0 
Dec.23,7호선,2743,신대방삼거리,34 ,1 ,9588 ,836 ,17582 ,4454 ,47381 ,8701 ,70871 ,17619 ,41975 ,14751 ,26038 ,13756 ,23180 ,13972 ,24415 ,16453 ,22394 ,17917 ,20486 ,19235 ,20204 ,23903 ,22618 ,27946 ,21366 ,36360 ,20909 ,57539 ,12125 ,42042 ,10292 ,27074 ,9434 ,25863 ,7552 ,23112 ,3623 ,16032 ,672 ,5924 ,14 ,122 ,0 ,0 ,0 ,0 
Dec.23,7호선,2744,보라매,22 ,1 ,3569 ,707 ,6579 ,2665 ,15933 ,7253 ,23858 ,19934 ,14862 ,9596 ,9711 ,8119 ,9363 ,8868 ,9988 ,9684 ,10373 ,9043 ,10539 ,8982 ,10764 ,10190 ,11798 ,12518 ,13831 ,17300 ,16446 ,22900 ,8197 ,16464 ,7225 ,10567 ,7142 ,9973 ,5142 ,9388 ,2138 ,6318 ,323 ,2469 ,8 ,89 ,0 ,0 ,0 ,0 
Dec.23,7호선,2745,신풍,248 ,12 ,12564 ,1728 ,14299 ,6719 ,35935 ,10819 ,46593 ,19812 ,27807 ,12031 ,17956 ,10637 ,16300 ,11350 ,17756 ,11600 ,16298 ,12553 ,14755 ,13521 ,15950 ,17001 ,18636 ,21091 ,18754 ,27957 ,17674 ,37344 ,10587 ,26266 ,8033 ,17481 ,7211 ,17458 ,5248 ,15940 ,2199 ,9315 ,407 ,3306 ,17 ,559 ,0 ,0 ,0 ,0 
Dec.23,7호선,2746,대림(구로구청),35 ,1 ,12159 ,714 ,8733 ,3928 ,14935 ,7084 ,22319 ,18527 ,17359 ,14101 ,13441 ,19996 ,13805 ,23253 ,15159 ,18171 ,17133 ,18098 ,18571 ,16763 ,19947 ,17822 ,21058 ,20542 ,22762 ,25732 ,20460 ,24823 ,14316 ,15681 ,11326 ,11887 ,9389 ,13297 ,7437 ,11234 ,3812 ,5563 ,492 ,1383 ,17 ,16 ,0 ,0 ,0 ,0 
Dec.23,7호선,2747,남구로,180 ,3 ,16788 ,1582 ,15009 ,8383 ,27806 ,28831 ,33560 ,87461 ,24241 ,42688 ,16557 ,20710 ,15235 ,16655 ,16831 ,15121 ,16719 ,16161 ,15968 ,15181 ,18330 ,17869 ,22400 ,24913 ,43208 ,31851 ,65132 ,30832 ,28096 ,21818 ,16115 ,15126 ,11985 ,16752 ,7542 ,15727 ,3750 ,8518 ,599 ,2182 ,11 ,30 ,0 ,0 ,0 ,0 
Dec.23,7호선,2748,가산디지털단지,662 ,4 ,7281 ,5343 ,9578 ,28039 ,22388 ,123357 ,26152 ,357911 ,19809 ,204878 ,18979 ,62041 ,24010 ,36692 ,32166 ,35064 ,36737 ,35878 ,45585 ,31237 ,57253 ,29249 ,81981 ,28421 ,199572 ,31142 ,274036 ,34505 ,109584 ,24431 ,66257 ,15154 ,51790 ,13023 ,28971 ,12315 ,12594 ,8860 ,1657 ,3193 ,2 ,27 ,0 ,0 ,0 ,0 
Dec.23,7호선,2749,철산,26 ,1 ,10002 ,5212 ,28326 ,11652 ,77562 ,15962 ,80511 ,32632 ,47935 ,26746 ,33606 ,20926 ,31150 ,21737 ,33889 ,24529 ,30427 ,26730 ,28261 ,27765 ,30189 ,32959 ,37288 ,41368 ,38970 ,60593 ,37949 ,85206 ,21051 ,65303 ,19076 ,39071 ,18848 ,36921 ,16495 ,33876 ,7594 ,21849 ,1302 ,6310 ,6 ,79 ,0 ,0 ,0 ,0 
Dec.23,7호선,2750,광명사거리,156 ,1 ,18041 ,5603 ,27036 ,11572 ,68581 ,15751 ,80461 ,23932 ,42866 ,22431 ,30629 ,23731 ,29098 ,27624 ,32485 ,30733 ,33098 ,32217 ,32254 ,33435 ,33979 ,37927 ,39128 ,42573 ,38160 ,52039 ,31935 ,71820 ,21997 ,55099 ,15919 ,32329 ,12419 ,29006 ,9619 ,25294 ,4282 ,16794 ,675 ,4965 ,8 ,70 ,0 ,0 ,0 ,0 
Dec.23,7호선,2751,천왕,16 ,0 ,8238 ,957 ,17803 ,5324 ,49162 ,8685 ,55597 ,17145 ,32204 ,8410 ,19991 ,7357 ,16619 ,8516 ,16597 ,11252 ,15197 ,12325 ,14288 ,13891 ,13801 ,17570 ,16405 ,21619 ,15752 ,29161 ,14391 ,43376 ,7192 ,34135 ,5517 ,20997 ,4291 ,18818 ,3373 ,16232 ,1281 ,11254 ,262 ,3211 ,1 ,224 ,0 ,0 ,0 ,0 
Dec.23,7호선,2752,온수(성공회대입구),104 ,1 ,7753 ,649 ,16752 ,3370 ,41650 ,9250 ,50379 ,17305 ,22981 ,10646 ,14253 ,6754 ,13210 ,6879 ,13076 ,8395 ,11710 ,9268 ,11288 ,9997 ,12638 ,12052 ,14895 ,15094 ,14117 ,21700 ,12970 ,36173 ,5858 ,27166 ,4678 ,17393 ,4430 ,15072 ,2916 ,13767 ,1727 ,9941 ,319 ,5432 ,3 ,1161 ,0 ,0 ,0 ,0 
Dec.23,7호선,2755,춘의,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,7호선,2756,신중동,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,7호선,2760,굴포천,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,8호선,2811,암사,31 ,1 ,14422 ,837 ,27047 ,4764 ,74252 ,7982 ,98989 ,17769 ,51479 ,13650 ,31801 ,12127 ,27522 ,14403 ,28654 ,17139 ,26261 ,19823 ,22924 ,22147 ,23146 ,27990 ,23807 ,35276 ,24797 ,45767 ,22772 ,67640 ,13286 ,53482 ,10448 ,33380 ,8361 ,29878 ,5791 ,31508 ,2432 ,17591 ,407 ,4957 ,6 ,802 ,0 ,7 ,0 ,0 
Dec.23,8호선,2812,천호(풍납토성),77 ,0 ,9558 ,1727 ,15601 ,12326 ,38456 ,14034 ,54894 ,28349 ,32748 ,24064 ,21103 ,19631 ,21402 ,21495 ,23038 ,23816 ,23076 ,26130 ,23202 ,28192 ,26370 ,32505 ,29719 ,36461 ,33735 ,47874 ,33671 ,67076 ,20386 ,44541 ,17745 ,28626 ,13718 ,25961 ,10336 ,23309 ,5293 ,13366 ,1165 ,4939 ,46 ,497 ,0 ,0 ,0 ,0 
